reviews,category_sentiment,category,sentiment
tidak siap menerima tamu. Kamar tidak siap dan ketika siap ternyata sprei dan sarung bantal tidak diganti,linen_P1-neg,linen_P1,neg
"kamar sesuai budget, bersih dan nyaman. tapi pelayanan nya kurang baik. tidak ramah.",kebersihan-pos,kebersihan,pos
"kamar sesuai budget, bersih dan nyaman. tapi pelayanan nya kurang baik. tidak ramah.",service-neg,service,neg
Fasitas wifi ternyata tidak ada. TV tidak ada channel,wifi_P1-neg,wifi_P1,neg
Fasitas wifi ternyata tidak ada. TV tidak ada channel,tv_P1-neg,tv_P1,neg
"Kamar berdebu, kasur ribut, air jorok pas hujan. Ya sesuai harga sih.",kebersihan-neg,kebersihan,neg
"Kamar berdebu, kasur ribut, air jorok pas hujan. Ya sesuai harga sih.",linen_P1-neg,linen_P1,neg
No wifi,wifi_P1-neg,wifi_P1,neg
"kotor, banyak nyamuk.. jangan pernah coba dehhh",kebersihan-neg,kebersihan,neg
"semua yang saya dapat sangat baik tapi ada beberapa yang kurang memuaskan seperti AC yang kurang dingin,dan wifi yang tidak tersedia actually sangat memuaskan,thanks airyrooms",general-pos,general,pos
"semua yang saya dapat sangat baik tapi ada beberapa yang kurang memuaskan seperti AC yang kurang dingin,dan wifi yang tidak tersedia actually sangat memuaskan,thanks airyrooms",ac_P1-neg,ac_P1,neg
"semua yang saya dapat sangat baik tapi ada beberapa yang kurang memuaskan seperti AC yang kurang dingin,dan wifi yang tidak tersedia actually sangat memuaskan,thanks airyrooms",wifi_P1-neg,wifi_P1,neg
"nyaman, hanya saja wifi tidak terkoneksi sampai kamar yang saya huni ",wifi_P1-neg,wifi_P1,neg
kurang puas dengan pelayanan nya,service-neg,service,neg
"Untuk kelengkapan sih okelah dengan budget 190,ada tv,ac,air panas,air minum dan snack. Cuma yang sangat disayangkan sekali adalah KEBERSIHAN. Kamar yang saya tempati seperti sebelumnya telah ditempati orang,tapi tidak dibersihkan kembali. Kasur kotor bany",tv_P1-pos,tv_P1,pos
"Untuk kelengkapan sih okelah dengan budget 190,ada tv,ac,air panas,air minum dan snack. Cuma yang sangat disayangkan sekali adalah KEBERSIHAN. Kamar yang saya tempati seperti sebelumnya telah ditempati orang,tapi tidak dibersihkan kembali. Kasur kotor bany",ac_P1-pos,ac_P1,pos
"Untuk kelengkapan sih okelah dengan budget 190,ada tv,ac,air panas,air minum dan snack. Cuma yang sangat disayangkan sekali adalah KEBERSIHAN. Kamar yang saya tempati seperti sebelumnya telah ditempati orang,tapi tidak dibersihkan kembali. Kasur kotor bany",air_panas_P1-pos,air_panas_P1,pos
"Untuk kelengkapan sih okelah dengan budget 190,ada tv,ac,air panas,air minum dan snack. Cuma yang sangat disayangkan sekali adalah KEBERSIHAN. Kamar yang saya tempati seperti sebelumnya telah ditempati orang,tapi tidak dibersihkan kembali. Kasur kotor bany",kebersihan-neg,kebersihan,neg
"Untuk kelengkapan sih okelah dengan budget 190,ada tv,ac,air panas,air minum dan snack. Cuma yang sangat disayangkan sekali adalah KEBERSIHAN. Kamar yang saya tempati seperti sebelumnya telah ditempati orang,tapi tidak dibersihkan kembali. Kasur kotor bany",linen_P1-neg,linen_P1,neg
acnya tidak dingin,ac_P1-neg,ac_P1,neg
"Sangat memuaskan, jika menginap lebih dari sehari perlu tambahan air mineral",linen_P1-neg,linen_P1,neg
"hotel yang aneh... check in ktp di tahan, sarapan cuma sampai jam 9, kondisi bantal sudah seharusnya ganti.. termasuk bantal airy room yang sudah kotor...kamar juga tidak kedap suara wifi gak nyampe, intinya kecewa!!",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"hotel yang aneh... check in ktp di tahan, sarapan cuma sampai jam 9, kondisi bantal sudah seharusnya ganti.. termasuk bantal airy room yang sudah kotor...kamar juga tidak kedap suara wifi gak nyampe, intinya kecewa!!",linen_P1-neg,linen_P1,neg
"hotel yang aneh... check in ktp di tahan, sarapan cuma sampai jam 9, kondisi bantal sudah seharusnya ganti.. termasuk bantal airy room yang sudah kotor...kamar juga tidak kedap suara wifi gak nyampe, intinya kecewa!!",wifi_P1-neg,wifi_P1,neg
"hotel yang aneh... check in ktp di tahan, sarapan cuma sampai jam 9, kondisi bantal sudah seharusnya ganti.. termasuk bantal airy room yang sudah kotor...kamar juga tidak kedap suara wifi gak nyampe, intinya kecewa!!",general-neg,general,neg
"Ruangan kamar bau,tidak segar,kumuh dan Lembab",bau_P1-neg,bau_P1,neg
"Ruangan kamar bau,tidak segar,kumuh dan Lembab",kebersihan-neg,kebersihan,neg
kamar besar kalo twin ..kalo yg double agak kecil... sdh late cekin tapi masih tunggu waktu 10 menit berberes airy set... tetapi masih aja yg kurang airy setnya hehe. tingkatkab pelayanan.. padahal masuk jam 5.30 sore,linen_P1-neg,linen_P1,neg
kamar besar kalo twin ..kalo yg double agak kecil... sdh late cekin tapi masih tunggu waktu 10 menit berberes airy set... tetapi masih aja yg kurang airy setnya hehe. tingkatkab pelayanan.. padahal masuk jam 5.30 sore,service-neg,service,neg
air panasnya gak ada overall baik,air_panas_P1-neg,air_panas_P1,neg
air panasnya gak ada overall baik,general-pos,general,pos
"saat awal datang, petugas resepsionis tdk ada, setelah teriak2 baru datang petugas wanita. kamar tdk ready handuk mandi, setelah diminta baru diberi. tdk diberi air minum botol sesuai standar airy. setelah minta kepetugas pria, tetap tdk diberikan dg dalih air habis. pintu kamar susah dibuka, petugas sekalipun kesusahan krn kunci elktronik spt eror",service-neg,service,neg
"saat awal datang, petugas resepsionis tdk ada, setelah teriak2 baru datang petugas wanita. kamar tdk ready handuk mandi, setelah diminta baru diberi. tdk diberi air minum botol sesuai standar airy. setelah minta kepetugas pria, tetap tdk diberikan dg dalih air habis. pintu kamar susah dibuka, petugas sekalipun kesusahan krn kunci elktronik spt eror",linen_P1-neg,linen_P1,neg
wifi nya ga jalan trus ga ad tisue toilet.handuknya udh sobek2,wifi_P1-neg,wifi_P1,neg
wifi nya ga jalan trus ga ad tisue toilet.handuknya udh sobek2,linen_P1-neg,linen_P1,neg
Kasur berisik.  Kamar mandi bau.  Saya di  kamar 355. Pelayanan bagus. Parkir mobil dikenakan bayaran 20.000 utk 24 jam.,bau_P1-neg,bau_P1,neg
Kasur berisik.  Kamar mandi bau.  Saya di  kamar 355. Pelayanan bagus. Parkir mobil dikenakan bayaran 20.000 utk 24 jam.,service-pos,service,pos
Kasur berisik.  Kamar mandi bau.  Saya di  kamar 355. Pelayanan bagus. Parkir mobil dikenakan bayaran 20.000 utk 24 jam.,linen_P1-neg,linen_P1,neg
lantainya masih kotor kurang wangi kamarnya,kebersihan-neg,kebersihan,neg
lantainya masih kotor kurang wangi kamarnya,bau_P1-neg,bau_P1,neg
semua bagus.. fasilitas AC dan Hot shower yang perlu di perbaiki ,general-pos,general,pos
semua bagus.. fasilitas AC dan Hot shower yang perlu di perbaiki ,ac_P1-neg,ac_P1,neg
semua bagus.. fasilitas AC dan Hot shower yang perlu di perbaiki ,air_panas_P1-neg,air_panas_P1,neg
"handuk nya sudah lama ngak diganti baru,wlpun d cuci,no tv cable n msh tv tabung,wifi tdk aktif wlpn berkali2 coba conecting",linen_P1-neg,linen_P1,neg
"handuk nya sudah lama ngak diganti baru,wlpun d cuci,no tv cable n msh tv tabung,wifi tdk aktif wlpn berkali2 coba conecting",tv_P1-neg,tv_P1,neg
"handuk nya sudah lama ngak diganti baru,wlpun d cuci,no tv cable n msh tv tabung,wifi tdk aktif wlpn berkali2 coba conecting",wifi_P1-neg,wifi_P1,neg
"Kamar lumayan, tapi kamar mandinya kurang bersih dan airnya kadang mati",kebersihan-neg,kebersihan,neg
"1. banyak kecoa di kamar mandi, 2. handuk cuma satu padhal bayar untuk 2 orang,dengan alasan mudik pembantunya 3. tidak ada selimut 4. jika menyolokan tv di stopkontak, listrik langsung padam listriknya 5. air sangat kecil keluarnya , susah mandi  6. ac panas 7. air kotor 8. banyak debu dan rambut di lantai 9. sprey bikin gatal2 10. bantal bau",kebersihan-neg,kebersihan,neg
"1. banyak kecoa di kamar mandi, 2. handuk cuma satu padhal bayar untuk 2 orang,dengan alasan mudik pembantunya 3. tidak ada selimut 4. jika menyolokan tv di stopkontak, listrik langsung padam listriknya 5. air sangat kecil keluarnya , susah mandi  6. ac panas 7. air kotor 8. banyak debu dan rambut di lantai 9. sprey bikin gatal2 10. bantal bau",linen_P1-neg,linen_P1,neg
"1. banyak kecoa di kamar mandi, 2. handuk cuma satu padhal bayar untuk 2 orang,dengan alasan mudik pembantunya 3. tidak ada selimut 4. jika menyolokan tv di stopkontak, listrik langsung padam listriknya 5. air sangat kecil keluarnya , susah mandi  6. ac panas 7. air kotor 8. banyak debu dan rambut di lantai 9. sprey bikin gatal2 10. bantal bau",ac_P1-neg,ac_P1,neg
"Pelayanan baik cuma sayangnya kebersihan diluar jendela kamar kurang, dan air nya asin... Selebihnya good",service-pos,service,pos
"Pelayanan baik cuma sayangnya kebersihan diluar jendela kamar kurang, dan air nya asin... Selebihnya good",general-pos,general,pos
"Ac nya kurang dingin,menetes air dr ac. Air panas showernya kdg dingin,kdg panas. Overall ok",ac_P1-neg,ac_P1,neg
"Ac nya kurang dingin,menetes air dr ac. Air panas showernya kdg dingin,kdg panas. Overall ok",air_panas_P1-neg,air_panas_P1,neg
"Ac nya kurang dingin,menetes air dr ac. Air panas showernya kdg dingin,kdg panas. Overall ok",general-pos,general,pos
7 : * staff cewe kurang ramah * kmr Ok * kebersihan cukup * Ac dingin overall cukup puas,service-neg,service,neg
7 : * staff cewe kurang ramah * kmr Ok * kebersihan cukup * Ac dingin overall cukup puas,kebersihan-pos,kebersihan,pos
7 : * staff cewe kurang ramah * kmr Ok * kebersihan cukup * Ac dingin overall cukup puas,ac_P1-pos,ac_P1,pos
7 : * staff cewe kurang ramah * kmr Ok * kebersihan cukup * Ac dingin overall cukup puas,general-pos,general,pos
Sprei ada nodanya dan kusut. Pelayanan lainnya cukup memuaskan.,linen_P1-neg,linen_P1,neg
Sprei ada nodanya dan kusut. Pelayanan lainnya cukup memuaskan.,kebersihan-neg,kebersihan,neg
Sprei ada nodanya dan kusut. Pelayanan lainnya cukup memuaskan.,service-pos,service,pos
"toilet kotor, tidak ada air panas, closet mampet, sprei kotor, banyak nyamuk, pelayan tidak ramah. ",kebersihan-neg,kebersihan,neg
"toilet kotor, tidak ada air panas, closet mampet, sprei kotor, banyak nyamuk, pelayan tidak ramah. ",air_panas_P1-neg,air_panas_P1,neg
"toilet kotor, tidak ada air panas, closet mampet, sprei kotor, banyak nyamuk, pelayan tidak ramah. ",linen_P1-neg,linen_P1,neg
"toilet kotor, tidak ada air panas, closet mampet, sprei kotor, banyak nyamuk, pelayan tidak ramah. ",service-neg,service,neg
nice room.. Recomended .. minus snack berkurang .. thanx airy centrepoint bekasi ,linen_P1-neg,linen_P1,neg
Kamar tidur dan toiletnya kurang bersih.,kebersihan-neg,kebersihan,neg
"Air panasnya mati,spreinya sudah harus dganti udah banyak noda Lainnya ok lah dengan harga murah",air_panas_P1-neg,air_panas_P1,neg
"Air panasnya mati,spreinya sudah harus dganti udah banyak noda Lainnya ok lah dengan harga murah",linen_P1-neg,linen_P1,neg
"Air panasnya mati,spreinya sudah harus dganti udah banyak noda Lainnya ok lah dengan harga murah",kebersihan-neg,kebersihan,neg
"Air panasnya mati,spreinya sudah harus dganti udah banyak noda Lainnya ok lah dengan harga murah",general-pos,general,pos
untuk Wifi Susah sekali Connect,wifi_P1-neg,wifi_P1,neg
kamar nyaman sesuai d foto...lokasi sangat strategis...cma AC nya kurang dingin..padahal mentok AC n,ac_P1-neg,ac_P1,neg
"Bagus lah, air hangat agak susah",air_panas_P1-neg,air_panas_P1,neg
indihomeny perlu diperbaiki,wifi_P1-neg,wifi_P1,neg
indihome perlu diperbaiki,wifi_P1-neg,wifi_P1,neg
"bagus buat harga segitu murah dapet ac, cuma air panas tidak nyala, mba masnya ramah bgt😊",air_panas_P1-neg,air_panas_P1,neg
"bagus buat harga segitu murah dapet ac, cuma air panas tidak nyala, mba masnya ramah bgt😊",service-neg,service,neg
"bagus buat harga segitu murah dapet ac, cuma air panas tidak nyala, mba masnya ramah bgt😊",ac_P1-pos,ac_P1,pos
ac kurang dingin harga sesuai,ac_P1-neg,ac_P1,neg
"ac kurang dingin, ac kurang dingin",ac_P1-neg,ac_P1,neg
kebersihan kurang,kebersihan-neg,kebersihan,neg
Kamarnya bagus tapi kamar mandinya agak bau dan penerangannya kurang dan liftnya rusak,bau_P1-neg,bau_P1,neg
Ac tidak dingin. Pelayanan housekeeping kurang sopan,ac_P1-neg,ac_P1,neg
Ac tidak dingin. Pelayanan housekeeping kurang sopan,service-neg,service,neg
" securitynya agak galak, kamarnya jg kecil tp nyaman bgt 😊",service-neg,service,neg
"kamar mandi bau, mohon diperhatikan dibagian kamar mandi nya",bau_P1-neg,bau_P1,neg
"kamar bersih rapih, ac di kamar 207 agak berisik, perlu diservis, untuk menu breakfast jam 8 sudah tinggal sisa2.",kebersihan-pos,kebersihan,pos
"kamar bersih rapih, ac di kamar 207 agak berisik, perlu diservis, untuk menu breakfast jam 8 sudah tinggal sisa2.",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"kamar bersih rapih, ac di kamar 207 agak berisik, perlu diservis, untuk menu breakfast jam 8 sudah tinggal sisa2.",ac_P1-neg,ac_P1,neg
"untuk kebersihan kamar dan ac cukup baik, namun untuk sebaran signal wifi masih kurang baik di dalam kamar. baiknya menggunakan access point yang memiliki jangkauan yang luas. ",kebersihan-pos,kebersihan,pos
"untuk kebersihan kamar dan ac cukup baik, namun untuk sebaran signal wifi masih kurang baik di dalam kamar. baiknya menggunakan access point yang memiliki jangkauan yang luas. ",ac_P1-pos,ac_P1,pos
"untuk kebersihan kamar dan ac cukup baik, namun untuk sebaran signal wifi masih kurang baik di dalam kamar. baiknya menggunakan access point yang memiliki jangkauan yang luas. ",wifi_P1-neg,wifi_P1,neg
"AC panas, pelayan tidak ramah. Padahal saya sudah bilang tapi no respon.",ac_P1-neg,ac_P1,neg
"AC panas, pelayan tidak ramah. Padahal saya sudah bilang tapi no respon.",service-neg,service,neg
"air untuk wc di toilet kurang keras, AC juga kurang dingin dan tidak ada gantungan baju selain di kamar mandi",ac_P1-neg,ac_P1,neg
"air untuk wc di toilet kurang keras, AC juga kurang dingin dan tidak ada gantungan baju selain di kamar mandi",linen_P1-neg,linen_P1,neg
"Overall bagus, bersih rapi kamarnya luas. Sayang air panas nya tidak berasa ... mohon diperbaiki kam",general-pos,general,pos
"Overall bagus, bersih rapi kamarnya luas. Sayang air panas nya tidak berasa ... mohon diperbaiki kam",kebersihan-pos,kebersihan,pos
"Overall bagus, bersih rapi kamarnya luas. Sayang air panas nya tidak berasa ... mohon diperbaiki kam",air_panas_P1-neg,air_panas_P1,neg
"Kamarnya masih bau cat basah, kamar mandinya bau pengeb. Not recomended laaa",bau_P1-neg,bau_P1,neg
"Interiornya keren, ala2 Roma gt synk di kamar mandinya air tergenang, wifi g bagus, handuk sdah lusuh lebih cocok jd lap, bantal kurang nyaman dijdikan penopang kepala n sarapan kurang variatif",kebersihan-neg,kebersihan,neg
"Interiornya keren, ala2 Roma gt synk di kamar mandinya air tergenang, wifi g bagus, handuk sdah lusuh lebih cocok jd lap, bantal kurang nyaman dijdikan penopang kepala n sarapan kurang variatif",wifi_P1-neg,wifi_P1,neg
"Interiornya keren, ala2 Roma gt synk di kamar mandinya air tergenang, wifi g bagus, handuk sdah lusuh lebih cocok jd lap, bantal kurang nyaman dijdikan penopang kepala n sarapan kurang variatif",linen_P1-neg,linen_P1,neg
"Interiornya keren, ala2 Roma gt synk di kamar mandinya air tergenang, wifi g bagus, handuk sdah lusuh lebih cocok jd lap, bantal kurang nyaman dijdikan penopang kepala n sarapan kurang variatif",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Susah dijangkau, akses menuju lokasi sangat sempit, membingungkan dan sedang ada prbaikan. Tidak ada nomor telepon homestay yang bisa dihubungi pula.Not reccommend apalagi kalo cek in malam-malam..",service-neg,service,neg
"Kotor , pelayanan buruk , lahan parkir tidak ada , lokasi juga tidak strategis jauh dari tempat makan",kebersihan-neg,kebersihan,neg
"Kotor , pelayanan buruk , lahan parkir tidak ada , lokasi juga tidak strategis jauh dari tempat makan",service-neg,service,neg
AMAT SANGAT MENGECEWAKAN.. GERBANG VILA TERKUNCI.. TIDAK BISA CHECK IN PADAHAL VOUCHER SUDAH DIBAYAR.. NOT RECOMENDED.. ,service-neg,service,neg
"Kamar di tepi, kecil  , pemandangan sampah2 , wifi ga nyampe kamar ... 😂😂",wifi_P1-neg,wifi_P1,neg
"AC nggak nyala, panas, sabun mandi nggak ada",ac_P1-neg,ac_P1,neg
"AC nggak nyala, panas, sabun mandi nggak ada",linen_P1-neg,linen_P1,neg
Lumayan bagus hotelnya. Sarapannya lumayan buat ngeganjel perut. Televisinya terlalu kecil. AC tidak ada remote nya. Tapi nyaman banget.,sunrise_meal_P1-pos,sunrise_meal_P1,pos
Lumayan bagus hotelnya. Sarapannya lumayan buat ngeganjel perut. Televisinya terlalu kecil. AC tidak ada remote nya. Tapi nyaman banget.,tv_P1-neg,tv_P1,neg
Lumayan bagus hotelnya. Sarapannya lumayan buat ngeganjel perut. Televisinya terlalu kecil. AC tidak ada remote nya. Tapi nyaman banget.,ac_P1-neg,ac_P1,neg
"Sevice palayanan sudah bagus.. mohon dicek secara berkala fasilitas hotel, seperti AC ada yg rusak, suara wkt dinyalakan berisik",service-pos,service,pos
"Sevice palayanan sudah bagus.. mohon dicek secara berkala fasilitas hotel, seperti AC ada yg rusak, suara wkt dinyalakan berisik",ac_P1-neg,ac_P1,neg
"Jauh kemana2, kamar sangat sempit, bau dan pengap. ",bau_P1-neg,bau_P1,neg
"kondisi kamar kurang bersih, sampai harus ganti kamar, handuk yang di berikan robek",kebersihan-neg,kebersihan,neg
"kondisi kamar kurang bersih, sampai harus ganti kamar, handuk yang di berikan robek",linen_P1-neg,linen_P1,neg
"Nyaman, sayang wifi ngga ada. Padahal review nya ada wifi",wifi_P1-neg,wifi_P1,neg
"So far nyaman , tapi AC bocor , butuh service sepertinya",ac_P1-neg,ac_P1,neg
resepsionisnya kurang ramah,service-neg,service,neg
"sangat mengecewakan. dari 4 kmr yg sy lihat semuanya kotor. senagian wastafel tdl berfungsi, shower  sebagian tdk berfungsi. akhirnya sy memilih kmr tipe lain dgn resiko tambah uang. setelah berbicara dgn pihak hotel akhirnya sy td tambah uang hanya jatah menginap yg seharusnya 3 mlm mjd hanya 2 malam. saya sangat kecewa. kmrnya bau, seprei ktr",kebersihan-neg,kebersihan,neg
"sangat mengecewakan. dari 4 kmr yg sy lihat semuanya kotor. senagian wastafel tdl berfungsi, shower  sebagian tdk berfungsi. akhirnya sy memilih kmr tipe lain dgn resiko tambah uang. setelah berbicara dgn pihak hotel akhirnya sy td tambah uang hanya jatah menginap yg seharusnya 3 mlm mjd hanya 2 malam. saya sangat kecewa. kmrnya bau, seprei ktr",bau_P1-neg,bau_P1,neg
"sangat mengecewakan. dari 4 kmr yg sy lihat semuanya kotor. senagian wastafel tdl berfungsi, shower  sebagian tdk berfungsi. akhirnya sy memilih kmr tipe lain dgn resiko tambah uang. setelah berbicara dgn pihak hotel akhirnya sy td tambah uang hanya jatah menginap yg seharusnya 3 mlm mjd hanya 2 malam. saya sangat kecewa. kmrnya bau, seprei ktr",linen_P1-neg,linen_P1,neg
"kamarnya kotor, wc bau kencing.. jorok sekali...",kebersihan-neg,kebersihan,neg
"kamarnya kotor, wc bau kencing.. jorok sekali...",bau_P1-neg,bau_P1,neg
kamar bau.  seprei bau.  handuk bau.  cemilan ga ada.  hanya air mineral.  peralatan mandi lengkap.  tolong lebih di tingkatkan lagi pelayanan nya..  ,bau_P1-neg,bau_P1,neg
kamar bau.  seprei bau.  handuk bau.  cemilan ga ada.  hanya air mineral.  peralatan mandi lengkap.  tolong lebih di tingkatkan lagi pelayanan nya..  ,linen_P1-neg,linen_P1,neg
kamar bau.  seprei bau.  handuk bau.  cemilan ga ada.  hanya air mineral.  peralatan mandi lengkap.  tolong lebih di tingkatkan lagi pelayanan nya..  ,service-neg,service,neg
"ac gk dingin shower putus ,brisik",ac_P1-neg,ac_P1,neg
ac krg dngin. mknan tdk prasmanan kmr mndi krg,ac_P1-neg,ac_P1,neg
ac krg dngin. mknan tdk prasmanan kmr mndi krg,sunrise_meal_P1-neg,sunrise_meal_P1,neg
kamarnya kecil dan agak kotor,kebersihan-neg,kebersihan,neg
"Poor Wifi, different hotel names location (Citysmarts)",-ignored-,,ignored
Pelayanan sangat tidak ramah sekali,service-neg,service,neg
Lebih Tingkatkan lg kebersihan. Harus sesuai dengan namanya dong bali indah. ,kebersihan-neg,kebersihan,neg
"ac nya tidak dingin, tp kamar bersih, perlengkapan dari airy rooms lengkap, diluar hotel sedang ada pembangunan jadi suara bising sedikit terdengar",ac_P1-neg,ac_P1,neg
"ac nya tidak dingin, tp kamar bersih, perlengkapan dari airy rooms lengkap, diluar hotel sedang ada pembangunan jadi suara bising sedikit terdengar",kebersihan-pos,kebersihan,pos
"ac nya tidak dingin, tp kamar bersih, perlengkapan dari airy rooms lengkap, diluar hotel sedang ada pembangunan jadi suara bising sedikit terdengar",linen_P1-pos,linen_P1,pos
Toiletnya kurang bersih sama sarapannya seadanya bgt ,kebersihan-neg,kebersihan,neg
Toiletnya kurang bersih sama sarapannya seadanya bgt ,sunrise_meal_P1-neg,sunrise_meal_P1,neg
TEMPATNY NYAMAN TAPI SEPREI DAN SARUNG BANTAL SERTA HANDUK KOTOR.  TOLONG DIPERBAIKI.,linen_P1-neg,linen_P1,neg
TEMPATNY NYAMAN TAPI SEPREI DAN SARUNG BANTAL SERTA HANDUK KOTOR.  TOLONG DIPERBAIKI.,kebersihan-neg,kebersihan,neg
gambar tdk sesuai dgn pisiknya. air hangat tdk ada. wifi tdk ada. sampo tdk ada. kebersihan lingkungannya kamar tdk layak. perlu pembenahan. kecewa berat.,air_panas_P1-neg,air_panas_P1,neg
gambar tdk sesuai dgn pisiknya. air hangat tdk ada. wifi tdk ada. sampo tdk ada. kebersihan lingkungannya kamar tdk layak. perlu pembenahan. kecewa berat.,wifi_P1-neg,wifi_P1,neg
gambar tdk sesuai dgn pisiknya. air hangat tdk ada. wifi tdk ada. sampo tdk ada. kebersihan lingkungannya kamar tdk layak. perlu pembenahan. kecewa berat.,linen_P1-neg,linen_P1,neg
gambar tdk sesuai dgn pisiknya. air hangat tdk ada. wifi tdk ada. sampo tdk ada. kebersihan lingkungannya kamar tdk layak. perlu pembenahan. kecewa berat.,kebersihan-neg,kebersihan,neg
"Tempat meninap strategis, pelayanan kamar ramah, hanya kurang wifi nya lagi bermasalah mungkin",service-pos,service,pos
"Tempat meninap strategis, pelayanan kamar ramah, hanya kurang wifi nya lagi bermasalah mungkin",wifi_P1-neg,wifi_P1,neg
"Air panas nya tidak ada untuk mandi,sprei kotor,handuk bau,jendela kamar depan pintu itu g ada korden jd sy tidur silau dan tdk nyaman,bantal terlalu kempes.ini pengalaman sy menginap d airy eco palmerah kemanggisan ilir tiga 55 jakarta,sy kapok itu nginep lg dsitu.",air_panas_P1-neg,air_panas_P1,neg
"Air panas nya tidak ada untuk mandi,sprei kotor,handuk bau,jendela kamar depan pintu itu g ada korden jd sy tidur silau dan tdk nyaman,bantal terlalu kempes.ini pengalaman sy menginap d airy eco palmerah kemanggisan ilir tiga 55 jakarta,sy kapok itu nginep lg dsitu.",linen_P1-neg,linen_P1,neg
"Air panas nya tidak ada untuk mandi,sprei kotor,handuk bau,jendela kamar depan pintu itu g ada korden jd sy tidur silau dan tdk nyaman,bantal terlalu kempes.ini pengalaman sy menginap d airy eco palmerah kemanggisan ilir tiga 55 jakarta,sy kapok itu nginep lg dsitu.",kebersihan-neg,kebersihan,neg
1. AC Kurang dingin 2. Kadang dapat. kadang tidak dapat peralatan mandi dari airy 3. Ada nyamuk di kamar ,ac_P1-neg,ac_P1,neg
1. AC Kurang dingin 2. Kadang dapat. kadang tidak dapat peralatan mandi dari airy 3. Ada nyamuk di kamar ,linen_P1-neg,linen_P1,neg
"Ac kurang dingin.shower airnya gak ada air panas,dan kecil airya ,wifi tidak ada,saluran tv hanya lokal saja,kurang standar hotel p",ac_P1-neg,ac_P1,neg
"Ac kurang dingin.shower airnya gak ada air panas,dan kecil airya ,wifi tidak ada,saluran tv hanya lokal saja,kurang standar hotel p",air_panas_P1-neg,air_panas_P1,neg
"Ac kurang dingin.shower airnya gak ada air panas,dan kecil airya ,wifi tidak ada,saluran tv hanya lokal saja,kurang standar hotel p",wifi_P1-neg,wifi_P1,neg
"Ac kurang dingin.shower airnya gak ada air panas,dan kecil airya ,wifi tidak ada,saluran tv hanya lokal saja,kurang standar hotel p",tv_P1-neg,tv_P1,neg
AC tidak dingin,ac_P1-neg,ac_P1,neg
"Bagus. Cuma ada sedikit nyamuk, buat siram kalau abis pup / pee airnya kecil, jadi mesti ambil air dari tempat lain. Agak ribet karna ngga ada selang air / gayung. Dan dimintakan uang 20k pas check out utk room service katanya. Mungkin maksudnya tips. Tapi tanpa diminta pasti dikasih sih.",-ignored-,,ignored
"Mohon utk kamar sebelum di berikan ke customer di cek dlu bau ruangan nya. kebetulan dpt kamar kurang sedap hawanya. lingkungan skitar yg kurang bagus,krn 1 lokasi dg diskotik. tidak cocok kalau bawa keluarga disini. ",bau_P1-neg,bau_P1,neg
WiFi nya sering bermasalah,wifi_P1-neg,wifi_P1,neg
"kurang bersih, air kecil, bising suara dari luar",kebersihan-neg,kebersihan,neg
"kamar di ujung, wifi susah signalnya, kamar mandi agak bau. kamar lumayan, ac dingin, tv berfungsi dengan baik",wifi_P1-neg,wifi_P1,neg
"kamar di ujung, wifi susah signalnya, kamar mandi agak bau. kamar lumayan, ac dingin, tv berfungsi dengan baik",bau_P1-neg,bau_P1,neg
"kamar di ujung, wifi susah signalnya, kamar mandi agak bau. kamar lumayan, ac dingin, tv berfungsi dengan baik",ac_P1-pos,ac_P1,pos
"kamar di ujung, wifi susah signalnya, kamar mandi agak bau. kamar lumayan, ac dingin, tv berfungsi dengan baik",tv_P1-pos,tv_P1,pos
"minus sabun mandi, sikat gigi, ac kurang dingin, jendela agak sulit dikunci, wifi bermasalah, overra",linen_P1-neg,linen_P1,neg
"minus sabun mandi, sikat gigi, ac kurang dingin, jendela agak sulit dikunci, wifi bermasalah, overra",ac_P1-neg,ac_P1,neg
"minus sabun mandi, sikat gigi, ac kurang dingin, jendela agak sulit dikunci, wifi bermasalah, overra",wifi_P1-neg,wifi_P1,neg
air panas tidak fungsi dan tidak dapat air minum,air_panas_P1-neg,air_panas_P1,neg
air panas tidak fungsi dan tidak dapat air minum,linen_P1-neg,linen_P1,neg
"murah karena dapat diskon, ac oke, kamar mandi ok, cuma kasur & selimut agak bau..tp yg lainnya bagus.",ac_P1-pos,ac_P1,pos
"murah karena dapat diskon, ac oke, kamar mandi ok, cuma kasur & selimut agak bau..tp yg lainnya bagus.",linen_P1-neg,linen_P1,neg
"murah karena dapat diskon, ac oke, kamar mandi ok, cuma kasur & selimut agak bau..tp yg lainnya bagus.",general-pos,general,pos
ac lt 3 kurang dingin kasur tidak nyaman,ac_P1-neg,ac_P1,neg
ac lt 3 kurang dingin kasur tidak nyaman,linen_P1-neg,linen_P1,neg
Ac nya tidak dingin. Para karyawan di guest house ini sangat tidak ramah. ,ac_P1-neg,ac_P1,neg
Ac nya tidak dingin. Para karyawan di guest house ini sangat tidak ramah. ,service-neg,service,neg
kamar bagus bersih luas tapi wifinya lemot,kebersihan-pos,kebersihan,pos
kamar bagus bersih luas tapi wifinya lemot,wifi_P1-neg,wifi_P1,neg
